荧光分子摩根,溶剂摩根,λabs (nm)
0000010000100100000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000000100000000000000000000010011000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001010001000000001000000000000000000000100000000000000000000000000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000010000000000000000000000111010000000000000000110000000000000010000100100000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001100,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,680
0000010000100100000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000000100000000000000000000010011000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001010001000000001000000000000000000000100000000000000000000000000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000010000000000000000000000111010000000000000000110000000000000010000100100000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001100,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,674
0000010000100100000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000000100000000000000000000010011000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001010001000000001000000000000000000000100000000000000000000000000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000010000000000000000000000111010000000000000000110000000000000010000100100000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001100,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,691
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,672
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,685
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,679
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,678
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,673
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010100000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000100000000000000000000001000000000000000100000000010000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100001001000000000000000000000000000000010000000000000000000000000000000000000000000000000111000000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010000010000000000100000000000010000000000000000010000000000000100000010000000000000000000000000000000000000100000000000000000000000001000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,691
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,683
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,696
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,689
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,688
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,683
0000010000000000000000000000100001001000000000000000000000000000100000000000000010000000000010001000000000000000010000010110000000000000000000010010000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000100000000110001000000000000000100010000010000000000001000000000000000000000000000000000000000000000000000000000000010001000001000000001000000000000000000000000000000000000000000001000000000000000100100000010000001000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000100001001000000000000000000000000000000000000000000000000000000000000000000000100000000000111010000000000000000100000000000000000000100000000001000000000000000000010000010000000000000000000000001000000000000100010000000011001000000000000000000000000000000000000000001000000000000000000000000010000000000010001010000000000100000000000000000000000000000010000000000010100000010000000000000000000000000000000000000100000000000000000000000001000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,700
0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000100000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000010000000000000000010000000000000000000000100000001000000000000000000000000000000000000000000000000000000100101000000000100000000001000000000000000000000001000100000100001001000000000000000000000000010000000000001000010000000000000000000000000000000000000000000000000000001000001000000000000100000000000000000000000000000000000000000000000001000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,367
0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000100000000000000000000000000000000010001100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000010010000000000000000010000000000000000000010100000001000000000000000000000000000000000000000000000000000000100101000100000000000000000000000000000000000000001000100100100000001000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,347
0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000100000000000000000000000000000001010000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000010000000000000000010000000000000000000110100000001000000000000000000000000001000000000000000000000000000100101000000000000000000000000000000000000000000001000100100100010001000000000000000000000000010000000000001000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,393
0000100000010000000000000000000000001000000000000000000000000000100000000100000000000000001000000000000010000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000001110000000000000000000000000000000000000001000000010000000010000000000000000001000000000000000000000010000001000010000000000000000000010000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000001000100000000000000000100000000000000000000000000000000000000000001000000000000001000000000010000010000000000000000000000000000000000000000000000000000000001000000000001000010000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000010000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,368
0000100000010001000000000000000000001000000000000000000000000000100000000100000000000000001000000000000010000000000000000000000000000000000000000001000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000010100001110000000000000000000000000000000000000001000000010000000010000000000000000001000000000000000000000010000001000010000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000001000000001000100000000000000000100000100000000000000000000000000000000000001000000000000001000000000010000010000000000000000000000000000000000000000000000000000000001100000000001000010000000000000000000101000000000000000000000000000000110000000000000000000000000000000000000000000000000000100000000001000000000000000000000100010000000000000000100000000000000000000000100000000010000000000001000000000000000000000000000000000000000000000001000000000000000000010000000000010000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,373
