荧光分子摩根,溶剂摩根,λabs (nm)
0000000000000000000000000000000001000000000000000000000000000000100000000000010000100000000000010000000000000000000000000100010000000000100000000000100000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000010000000100011000010000000000000000000000000000000001000000000000000000100010001010000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000001000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000010000010000000001000000000000001000000000000000000100000001000000000000000000000000000000000000000000000000000000000001000100000000000100000000000000001000000100000000000000000000001000000000000000000000000000000000000000000000000000000100001000010000000000001000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,774
0000000000000000000000000000000001001000010001000000000000000001100000000100000000000000001000000000100000000001000000000100000000000000000000000000000000010000000000000000000100100000000000000010000000000000000000000000000000000000000000000100000000000000000001000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000100010000000000010000000001000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000001000000010000000000000000000000000000000000000000000000000000100111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000001100000000000000000000000010000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000010000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,689
0000000000000000000000000000000001000000000001000000000000000001100000000000000000100000000000000000100000000001000000000100010000000000000000000000100000000000000000000000000100100000000000000000000000000000000000000000000000000000000001000110000000000000000001000000000000000000010000000100010000000000000000000000000000000000000101000000000000000000100010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000001000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000001000000000000001000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000010000010100000000000000001000000000001000000000000000001000000000000000000000000010000000000000000000000000000100001000010000000000001000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,777
0000000000000000000000000000000001000000000001000000000000000001100000000000000000100000000000000000100000000001000000000100010000000000000000000000100000000000000000000000000100100000000000000000000000000000000000000000000000000000000001000110000000000010000001000000000000000000010000000100011000010000000000000000000000000000000001000000000000000000100010001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000001000000000000000000000001000010000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000010000010000000001000000000000001000000000000000000100000001000000000000000000000000000000000000000000000000000000000001000100000000010100000000000000001000000000001000000000000000001000000000000000000000000010000000000000000000000000000100001000010000000000001000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,793
0000000000000000000100000000000001000000011000000000000000000010100000000100000000000000001000000000010000000000000000000000000000000000000000000000000000010000001000000000000100001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000100010000000000010000000001000000000000000100000000000000000000000001000000010000000000000000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000010001000000000000001000000000000000000000000000000000000000000000100111000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000100000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,723
0000000000000000000000000000000001000000000000000000000000000010100000000000000000100000000000000000010000000000000000000000000000000000000000000000100000000000001000000000000100000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000001000000000010000000100010000000000000000000000000000000000000101100000000000000000100010000000000000000000001000000000000000000000000000000000000100001000000010000000000000000000000000000000000100000000001000001000000000000000000001000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000001000000001000000000000001000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000100001000010000000000001000000010000000000000000000000000000000000100000000000001000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,793
1000000000000000000000000100000001000000000100000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000000000100011000000000000000000000000000000000000000010000000000000100001110000100000100000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000001000000000000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000000000000000000000000010100000100000000000000110100000000000000000110010000100000000001000000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000010000100000000000001000000001000000000000000010010010000000000110010000000000000000000000000000000000010010000000000000000000000001000000000000000000000000000010000000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,672
1000000000000000000000000100000001000000000100000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000000000100011000000000000000000000000000000000000000010000000000000100001110000100000100000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000001000000000000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000000000000000000000000010100000100000000000000110100000000000000000110010000100000000001000000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000010000100000000000001000000001000000000000000010010010000000000110010000000000000000000000000000000000010010000000000000000000000001000000000000000000000000000010000000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,708
1000000000000000000000010100000001000000000100100000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100101000101100100000000000000000000010000001000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000000000100011000000000000000000000000000000000000000010000000000000100001010000100000100000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000001000000000000010000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000000000000000000000000010100000100001000000000110000000000000000000110010000100000000001000000000001000000000000000001000000000000001000000000000000000000001000000000000000000001001000000000000000000000010000100000100000001000000001000000000000000010000010000000000110010000000000000000000000000000000000010010000000000100000000000000100000000000000000000000000010000100000000100000100000001000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,669
1000000000000000000000000100000001000000000100100000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100101000101100100000000100000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000000000100011000000000000000000000000000000000000000010000000000000100001010000100000100000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000001000000000000010000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000000000000000000000000010100000100000000000000110100000000000000000110010000100000000001000000000001000000000000000001000000000000001000000000000000000000001000000000000000000001001000000000000000000000010000100000100000001000000001000000000000000010000010000000000110010000000000000000000000000000000000010010000000000100000000000000000000000000000000000000000010000100000000100000100000001000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,666
1000000000000000000000000100000001000000000100000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000000000100011000000000000000000000000000000000000000010000000000000100001110000100000100000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000100000000001000000000000000000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000000000000000000000000010100000100000000000000110100000000000000000110010000100000000001000000000001000000000010000001000000000000001000000000000000000000001000000000000000000000001000000000000000000000010000100000000000001000000001000000000000000010010010000000000110010000000000000000000000000000000000010010000000000000000000000001000000000000000000000000000010000000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,709
0000000000000000000000000100000001000010000000000000000000000000000000001000010010001000000000000000000000000000000000000000000000000000110000000101000100000000000000000000010000000000100000000000000000000000000010100000000000000000000010000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000111001010000110001100000000000000000000000000000000000000000000001000010000000000010000000000000000000110000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000001000000011000000010000110000000000010000000001000000000000000000000101000000000000000000010000000110000000000000110000000000000000000110010000000000000001100000001001000000000000000001000000000000001000100000000000000000000000000000010000000000001000000000000000000000011000100000000000001000000001000000000000000010000000000010000010011000000000000000100000000000000000000010000000000100000000000000000000000000000000000000000010001000000000000000100000001000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,631
0000000000000000000000000100000001000010000000000000000000000000000000001000010010001000000000000000000000000000000000000000000000000000110000000101000100000000000000000000010000000000100000000000000000000000000010100000000000000000000010000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000111001010000110001100000000000000000000000000000000000000000000001000010000000000010000000000000000000110000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000001000000011000000010000110000000000010000000001000000000000000000000101000000000000000000010000000110000000000000110000000000000000000110010000000000000001100000001001000000000000000001000000000000001000100000000000000000000000000000010000000000001000000000000000000000011000100000000000001000000001000000000000000010000000000010000010011000000000000000100000000000000000000010000000000100000000000000000000000000000000000000000010001000000000000000100000001000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,602
1000000000000000000000000100000001000010000000000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001110000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000011000100000000000001000000001000000000000000010010010000010000110011000000000000000100000000000000000000010000000000100000000000001000000000000000000000000000010001000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,688
1000000000000000000000000100000001000010000000000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001110000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000011000100000000000001000000001000000000000000010010010000010000110011000000000000000100000000000000000000010000000000100000000000001000000000000000000000000000010001000000000100000100000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,664
1000000000000000000000000100000001000010000000000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001110000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000011000100000000000001000000001000000000000000010010010000010000110011000000000000000100000000000000000000010000000000100000000000001000000000000000000000000000010001000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,726
1000000000000000000000000100000001000010000000000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001110000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000000000000001000000010000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000010000001100000000100001000000000000000000000001000000000000000000000001000000000000000000000011000100000000000001000000001000000000000000010010010000010000110011000000000000000100000000000000000000010000000000100000000000001000000000000000000000000000010001000000000100000100000000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,698
1000000000000000000000000100000001000010000000100000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100101000101100100000000100000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001010000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000010000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000000000001000000000000001000000000000000000000001000000000000000000001001000000000000000000000011000100000100000001000000001000000000000000010000010000010000110011000000000000000100000000000000000000010000000000100000000000000000000000000000000000000000010001100000000100000100000001000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,682
1000000000000000000000000100000001000010000000100000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100101000101100100000000100000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001010000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000010000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000000000001000000000000001000000000000000000000001000000000000000000001001000000000000000000000011000100000100000001000000001000000000000000010000010000010000110011000000000000000100000000000000000000010000000000100000000000000000000000000000000000000000010001100000000100000100000001000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,662
1000000000000000000000000100000001000010000000000000001000000000000000001000000010001000000000000000000000000000000000000000000000000000100100000101100100000000000000000000010000000000000000000000000000010000000010100000000000000000000000000000000001000000000000000000000000000000000001000100001000000000000000000000000000000000000000010000010000000110001110000110000100000000000000000000000000100000000000000000001000010000000000010000000000000000000010000000000100000000000000000100000000000000001000000001000000000000000000000000000000010000000000000010000000000000001000000000000010000000000000000000001000000000000000000000101000000000000000000010000000100000000000000110100000000000000000110010000100000000001100000000001000000000010000001000000000000001000000000000000000000001000000000000000000000001000000000000000000000011000100000000000001000000001000000000000000010010010000010000110011000000000000000100000000000000000000010000000000100000000000001000000000000000000000000000010001000000000100000100000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,677
