λabs (nm),smiles
684.0,F[B-]1(F)n2c(cc3c2cc(-c2cccs2)s3)C(c2ccc(C(OC)=O)cc2)=C2[N+]1=c1cc(-c3cccs3)sc1=C2
687.0,F[B-]1(F)n2c(cc3c2cc(-c2cccs2)s3)C(c2ccc(C(OC)=O)cc2)=C2[N+]1=c1cc(-c3cccs3)sc1=C2
684.0,Cc1nc2[n+](c(C)c1)[B-](F)(F)n1c(c3c(c1-c1ccc(OCCCCCCCC)cc1)c1n(c3-c3ccc(OCCCCCCCC)cc3)[B-](F)(F)[n+]3c(nc(C)cc3C)C=1C#N)=C2C#N
690.0,F[B-]1(F)[n+]2c(oc3c2cc(C(C)(C)C)cc3)C(C#N)=c2n1c(-c1ccc(OCCCCCCCC)cc1)c1c2c(-c2ccc(OCCCCCCCC)cc2)n2c1=C(C#N)c1oc3c(cc(C(C)(C)C)cc3)[n+]1[B-]2(F)F
707.0,Cc1cccc2[n+]1[B-](F)(F)n1c(-c3ccc(OCCCCCCCC)cc3)c3c(c(-c4ccc(OCCCCCCCC)cc4)n4c3=C(C#N)c3cccc(C)[n+]3[B-]4(F)F)c1=C2C#N
732.0,F[B-]1(F)[n+]2c(sc3c2ccc(C(C)(C)C)c3)C(C#N)=c2n1c(-c1ccc(OCCCCCCCC)cc1)c1c2c(-c2ccc(OCCCCCCCC)cc2)n2c1=C(C#N)c1sc3c(ccc(C(C)(C)C)c3)[n+]1[B-]2(F)F
754.0,F[B-]1(F)[n+]2c(ccc3c2ccc(C(C)(C)C)c3)C(C#N)=c2n1c(-c1ccc(OCCCCCCCC)cc1)c1c2c(-c2ccc(OCCCCCCCC)cc2)n2c1=C(C#N)c1ccc3c(ccc(C(C)(C)C)c3)[n+]1[B-]2(F)F
789.0,F[B-]1(F)[n+]2c(cnc3c2cccc3)C(C#N)=c2n1c(-c1ccc(OCCCCCCCC)cc1)c1c2c(-c2ccc(OCCCCCCCC)cc2)n2c1=C(C#N)c1cnc3c(cccc3)[n+]1[B-]2(F)F
747.0,F[B-]1(F)[N+]2=C(c3cccc4cccc2c34)N=c2n1c(-c1ccc(OCCCCCCCC)cc1)c1c2c(-c2ccc(OCCCCCCCC)cc2)n2c1=NC1=[N+](c3cccc4cccc1c43)[B-]2(F)F
733.0,F[B-]1(F)[n+]2c(sc3c2cccc3)N=c2n1c(-c1ccc(N3CCCCC3)cc1)c1c2c(-c2ccc(N3CCCCC3)cc2)n2c1=Nc1sc3c(cccc3)[n+]1[B-]2(F)F
699.0,F[B-]1(F)[n+]2c(sc3c2ccc(OCCCCCCCC)c3)N=c2n1c(-c1cccs1)c1c2c(-c2cccs2)n2c1=Nc1sc3c(ccc(OCCCCCCCC)c3)[n+]1[B-]2(F)F
693.0,F[B-]1(F)[n+]2c(ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)N=c2c3c(c(-c4ccc(OCCCCCCC)cc4)n21)c1n(c3-c2ccc(OCCCCCCC)cc2)[B-](F)(F)[n+]2c(ccc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)N=1
688.0,F[B-]1(F)[N+]2=c3c(sc(-c4ccccc4)c3)=CC2=C(C(F)(F)F)c2cc3c(cc(-c4ccccc4)s3)n21
698.0,Fc1ccc(-c2cc3c(s2)=CC2=C(C(F)(F)F)c4cc5c(cc(-c6ccc(F)cc6)s5)n4[B-](F)(F)[N+]=32)cc1
709.0,Cc1ccc(-c2cc3c(s2)=CC2=C(C(F)(F)F)c4cc5c(cc(-c6ccc(C)cc6)s5)n4[B-](F)(F)[N+]=32)cc1
731.0,F[B-]1(F)[N+]2=c3c(sc(-c4ccc(OC)cc4)c3)=CC2=C(C(F)(F)F)c2cc3c(cc(-c4ccc(OC)cc4)s3)n21
738.0,Oc1ccc(-c2cc3c(s2)=CC2=C(C(F)(F)F)c4cc5c(cc(-c6ccc(O)cc6)s5)n4[B-](F)(F)[N+]=32)cc1
716.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3c4ccccc4ccc3)C2=Nc2n1c(-c1cccs1)cc2-c1cccc2c1cccc2
714.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3c4ccccc4ccc3)C2=Nc2n1c(-c1cccs1)cc2-c1cccc2c1cccc2
716.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3c4ccccc4ccc3)C2=Nc2n1c(-c1cccs1)cc2-c1cccc2c1cccc2
712.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3c4ccccc4ccc3)C2=Nc2n1c(-c1cccs1)cc2-c1cccc2c1cccc2
674.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
668.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
670.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
670.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
735.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1cccs1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
733.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1cccs1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
733.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1cccs1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
731.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3ccc(-n4c5ccccc5c5c4cccc5)cc3)C2=Nc2n1c(-c1cccs1)cc2-c1ccc(-n2c3ccccc3c3c2cccc3)cc1
712.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
712.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
711.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
713.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
750.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1cccs1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
752.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1cccs1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
750.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1cccs1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
748.0,F[B-]1(F)[N+]2=C(c3cccs3)C=C(c3cc4n(CCCC)c5c(cccc5)c4cc3)C2=Nc2n1c(-c1cccs1)cc2-c1cc2c3ccccc3n(CCCC)c2cc1
654.0,Cc1ccc(C2=C3[N+](=C(c4ccc(C)s4)C(c4ccc(C)s4)=C3)[B-](F)(F)n3c2cc(-c2ccc(C)s2)c3-c2ccc(C)s2)cc1
659.0,Cc1ccc(C2=C3[N+](=C(c4ccc(CCCCCC)s4)C(c4ccc(CCCCCC)s4)=C3)[B-](F)(F)n3c2cc(-c2ccc(CCCCCC)s2)c3-c2ccc(CCCCCC)s2)cc1
681.0,Cc1ccc(C2=C3[N+](=C(c4ccc(-c5ccccc5)s4)C(c4ccc(-c5ccccc5)s4)=C3)[B-](F)(F)n3c2cc(-c2ccc(-c4ccccc4)s2)c3-c2ccc(-c3ccccc3)s2)cc1
574.0,Cc1c(-c2ccc(N(C)C)cc2)c(C)n2c1C(c1c(-c3ccccn3)nc3n1cccc3)=C1[N+](=C(C)C(c3ccc(N(C)C)cc3)=C1C)[B-]2(F)F
568.0,Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C)n2c1C(c1c(-c3ccccn3)nc3n1cccc3)=C1[N+](=C(C)C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=C1C)[B-]2(F)F
632.0,Cc1ccc(C2=C3[N+](=C(/C=C/c4c5ccccc5c(C)c5c4cccc5)C=C3C)[B-](F)(F)n3c2c(C)cc3/C=C/c2c3ccccc3c(C)c3c2cccc3)cc1
691.0,Cc1ccc(C2=C3[N+](=C(/C=C/c4c5ccc6c7c(ccc6)ccc(c57)cc4)C=C3C)[B-](F)(F)n3c2c(C)cc3/C=C/c2ccc3ccc4cccc5ccc2c3c54)cc1
688.0,F[B-]1(F)n2c(c(/C=C/c3cc(OC)c(OC)c(OC)c3)c(C=O)c2/C=C/c2cc(OC)c(OC)c(OC)c2)C(c2ccc(OC)cc2)=C2[N+]1=C(/C=C/c1cc(OC)c(OC)c(OC)c1)C(C=O)=C2/C=C/c1cc(OC)c(OC)c(OC)c1
708.0,F[B-]1(F)n2c(c(/C=C/c3ccc(OC)cc3)cc2/C=C/c2ccc(OC)cc2)C(c2ccc(-c3nc4ccccc4cc3)s2)=C2[N+]1=C(/C=C/c1ccc(OC)cc1)C=C2/C=C/c1ccc(OC)cc1
700.0,F[B-]1(F)n2c(c(/C=C/c3ccc(N(C)C)cc3)cc2/C=C/c2ccc(OC)cc2)C(c2ccc(I)cc2)=C2[N+]1=C(/C=C/c1ccc(OCCCC)cc1)C=C2/C=C/c1ccc(OCCOCCOC)cc1
671.0,F[B-]1(F)n2c(ccc2-c2ccccc2)C(/C=C/C=C2\N(C)c3ccccc3C2(C)C)=C2[N+]1=C(c1ccccc1)C=C2
683.0,F[B-]1(F)n2c(ccc2-c2ccccc2)C(/C=C/C=C2\N(C)c3ccccc3S2)=C2[N+]1=C(c1ccccc1)C=C2
732.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2C2=Cc4c(cccc4)OC2CC3)C=C2[N+]1=C1C3=Cc4ccccc4OC3CCC1=C2c1ccccc1
723.0,F[B-]1(F)n2c(cc3c2cc(-c2ccc(OC)cc2)o3)C(C(F)(F)F)=C2[N+]1=c1cc(-c3ccc(OC)cc3)oc1=C2
731.0,F[B-]1(F)n2c(cc3c2cc(-c2ccc(OC)cc2)s3)C(C(F)(F)F)=C2[N+]1=c1cc(-c3ccc(OC)cc3)sc1=C2
684.0,F[B-]1(F)n2c(cc3c2cc(-c2cccs2)s3)C(c2ccc(C(OC)=O)cc2)=C2[N+]1=c1cc(-c3cccs3)sc1=C2
727.0,F[B-]1(F)n2c(c(C(C)C)c3c2c2c(c(C(C)C)c[nH]2)c2c3cccc2)C=C2[N+]1=c1c3[nH]cc(C(C)C)c3c3c(cccc3)c1=C2C(C)C
658.0,F[B-]1(F)[n+]2c(CC)cc3c2c2c4c5c3ccc(Oc3c(C)cc(C)cc3C)c5cc3c(Oc5c(C)cc(C)cc5C)ccc(c43)c3c2n1c(CC)c3
673.0,F[B-]1(F)n2c(c3ccc(OC)cc3c2-c2ccc(OC)cc2)C=C2[N+]1=C(c1ccc(OC)cc1)c1c2ccc(OC)c1
727.0,F[B-]1(F)n2c(c3ccc(OC)cc3c2-c2ccc(CC)s2)C=C2[N+]1=C(c1ccc(CC)s1)c1c2ccc(OC)c1
693.0,F[B-]1(F)n2c(c3ccccc3c2/C=C/c2ccc(N(C)C)cc2)C(C2=CC3C(OCCOCCOCCOCCO3)C=C2)=C2[N+]1=C(C)c1c2cccc1
711.0,C1(c2ccccc2)=C2[N+]3=C(c4c(cccc4)O[B-]34n3c1c1ccccc1c3-c1c(cccc1)O4)c1c2cccc1
680.0,F[B-]1(F)n2c(c3ccccc3c2-c2c(C)cc(C)[nH]2)C=C2[N+]1=C(/C=C/c1ccc(OCC(OCC)=O)cc1)C=C2C
676.0,F[B-]1(F)n2c(c3ccccc3c2-c2c(C)cc(C)[nH]2)C(/C=C/c2ccc(OC(OCC)=O)cc2)=C2[N+]1=C(/C=C/c1ccc(OCC(OCC)=O)cc1)C=C2C
688.0,F[B-]1(F)n2c(c(-c3ccccc3)cc2-c2ccc(OC)cc2)N=C2[N+]1=C(c1ccc(OC)cc1)C=C2c1ccccc1
799.0,F[B-]1(F)n2c(c(-c3ccccc3)cc2-c2ccc(N(C)C)cc2)N=C2[N+]1=C(c1ccc(N(C)C)cc1)C=C2c1ccccc1
718.0,F[B-]1(F)n2c(c(-c3ccccc3)cc2-c2cccs2)N=C2[N+]1=C(c1cccs1)C=C2c1ccccc1
683.0,F[B-]1(F)n2c(c(-c3cccs3)cc2-c2ccccc2)N=C2[N+]1=C(c1ccccc1)C=C2c1cccs1
742.0,F[B-]1(F)n2c(c(-c3cccs3)cc2-c2cccs2)N=C2[N+]1=C(c1cccs1)C=C2c1cccs1
708.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2-c2c(cc(OC)cc2)CC3)N=C2[N+]1=C(c1ccc(OC)cc1)C=C2c1ccccc1
740.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2-c2c(cc(OC)cc2)CC3)N=C2[N+]1=C1c3ccc(OC)cc3CCC1=C2c1ccccc1
706.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2-c2c(cccc2)SC3)N=C2[N+]1=C1c3ccccc3SCC1=C2c1ccccc1
723.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2-c2c(cc(OC)cc2)CC3)N=C2[N+]1=C1c3ccccc3CCC1=C2c1ccccc1
715.0,F[B-]1(F)n2c(c(-c3ccccc3)c3c2-c2c(cc(OC)cc2)CC3)N=C2[N+]1=c1ccc3c(cccc3)c1=C2c1ccccc1
728.0,c12c(-c3ccccc3)cc3n1[B-]1(Oc4c-3cccc4)Oc3c(cccc3)C3=[N+]1C(=N2)C(c1ccccc1)=C3
765.0,COc1cc2c(cc1)-c1cc(-c3ccccc3)c3n1[B-]1(Oc4c(ccc(OC)c4)C4=[N+]1C(=N3)C(c1ccccc1)=C4)O2
712.0,F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)N=C2[N+]1=C(c1ccccc1)c1c2cccc1
713.0,F[B-]1(F)n2c(c3ccccc3c2-c2ccc(F)cc2)N=C2[N+]1=C(c1ccc(F)cc1)c1c2cccc1
794.0,F[B-]1(F)n2c(c3ccccc3c2-c2ccc(N(C)C)cc2)N=C2[N+]1=C(c1ccc(N(C)C)cc1)c1c2cccc1
793.0,F[B-]1(F)n2c(c3ccccc3c2-c2ccc(C)s2)N=C2[N+]1=C(c1ccc(C)s1)c1c2cccc1
737.0,F[B-]1(F)n2c(c3c4ccccc4ccc3c2-c2ccccc2)N=C2[N+]1=C(c1ccccc1)c1c2c2c(cccc2)cc1
685.0,F[B-]1(F)n2c(c3nc(CC)c(CC)nc3c2-c2ccccc2)N=C2[N+]1=C(c1ccccc1)c1c2nc(CC)c(CC)n1
754.0,CC(C)(C)c1cc2ccc3[n+](c2cc1)[B-](F)(F)n1c(-c2ccc(OCCCCCCCC)cc2)c2c(c(-c4ccc(OCCCCCCCC)cc4)n4c2=C(C#N)c2ccc5cc(C(C)(C)C)ccc5[n+]2[B-]4(F)F)c1=C3C#N
819.0,CC(C)(C)c1cc2ccc3[n+](c2cc1)[B-](c1ccccc1)(c1ccccc1)n1c(-c2ccc(OCCCCCCCC)cc2)c2c(c(-c4ccc(OCCCCCCCC)cc4)n4c2=C(C#N)c2ccc5cc(C(C)(C)C)ccc5[n+]2[B-]4(c2ccccc2)c2ccccc2)c1=C3C#N
692.0,CCC1=C(CC)C(C)=[N+]2C1=Cc1cc3cc4c(cc3n1[B-]2(F)F)=[N+]1C(=Cc2c(CC)c(CC)c(C)n2[B-]1(F)F)C=4
758.0,CCc1c(C)n2c(c1CC)C=C1[N+](=C(C)c3cc4c(cc31)=[N+]1C(=Cc3c(CC)c(CC)c(C)n3[B-]1(F)F)C=4C)[B-]2(F)F
775.0,Cc1c2ccccc2c2n1[B-](F)(F)[N+]1=c3cc4n5c(c(C)c4cc3=C(C)C1=C2)C=C1[N+](=C(C)C2C=CC=CC21)[B-]5(F)F
848.0,Cc1c2c(cccc2)c2n1[B-](F)(F)[N+]1=C(C)c3cc4c(cc3C1=C2)=[N+]1C(=Cc2c3ccccc3c(C)n2[B-]1(F)F)C=4C
649.0,Cc1ccc(/N=C2\c3ccccc3N3C2=c2c(c4ccccc4[nH]2)=[N+](c2ccc(C)cc2)[B-]3(F)F)cc1
743.0,Cc1ccc([N+]2=c3c4n(c5c3cccc5)[B-](F)(F)[N+](c3ccc(C)cc3)=c3c=4n(c4c3cccc4)[B-]2(F)F)cc1
681.0,COc1cc(-c2c3n(c(-c4ccccc4)c2)[B-](F)(F)[N+]2=C(c4ccccc4)C=C(c4cc(OC)cc(OC)c4)C2=N3)cc(OC)c1
688.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(OC)cc1)cc2-c1ccccc1
679.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C(Br)=C(c3ccccc3)C2=Nc2n1c(-c1ccc(OC)cc1)c(Br)c2-c1ccccc1
706.0,F[B-]1(F)[N+]2=C(c3ccc4cc(OC)ccc4c3)C=C(c3ccccc3)C2=Nc2n1c(-c1cc3ccc(OC)cc3cc1)cc2-c1ccccc1
695.0,F[B-]1(F)[N+]2=C(c3ccc4cc(OC)ccc4c3)C(Br)=C(c3ccccc3)C2=Nc2n1c(-c1cc3ccc(OC)cc3cc1)c(Br)c2-c1ccccc1
704.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C=C(c3cc4ccccc4cc3)C2=Nc2n1c(-c1ccc(OC)cc1)cc2-c1ccc2ccccc2c1
692.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C(Br)=C(c3cc4ccccc4cc3)C2=Nc2n1c(-c1ccc(OC)cc1)c(Br)c2-c1ccc2ccccc2c1
718.0,F[B-]1(F)[N+]2=C(c3ccc4cc(OC)ccc4c3)C=C(c3cc4ccccc4cc3)C2=Nc2n1c(-c1cc3ccc(OC)cc3cc1)cc2-c1ccc2ccccc2c1
667.0,Cc1cc(C)c(C2=C3[N+](=C(C#Cc4cccs4)C(Br)=C3)[B-](F)(F)n3c2cc(Br)c3C#Cc2cccs2)c(C)c1
745.0,F[B-]1(F)n2c(c(Br)c(Br)c2-c2c(C)c(CC)c(C)[nH]2)C(c2ccccc2)=C2[N+]1=C(c1c(C)c(CC)c(C)[nH]1)C(Br)=C2Br
729.0,F[B-]1(F)n2c(cc(Br)c2-c2c(C)c(CC)c(C)[nH]2)C(c2ccccc2)=C2[N+]1=C(c1c(C)c(CC)c(C)[nH]1)C(Br)=C2
682.0,F[B-]1(F)n2c(cc(Br)c2-c2ccc[nH]2)C(c2ccccc2)=C2[N+]1=C(c1ccc[nH]1)C(Br)=C2
685.0,F[B-]1(F)n2c(c(Br)c(Br)c2-c2ccc[nH]2)C(c2ccccc2)=C2[N+]1=C(c1ccc[nH]1)C(Br)=C2Br
698.0,F[B-]1(F)n2c(c(Br)c3c2cc(-c2ccc(Br)s2)s3)C(c2ccc(C(OC)=O)cc2)=C2[N+]1=c1c(sc(-c3ccc(Br)s3)c1)=C2
688.0,F[B-]1(F)n2c(cc3c2cc(-c2ccccc2)s3)C(C(F)(F)F)=C2[N+]1=c1c(sc(-c3ccccc3)c1)=C2
678.0,Cc1ccc(C2=C3[N+](=C(/C=C/c4cc5c(n(CC#C)c6c5cccc6)cc4)C=C3C)[B-](F)(F)n3c2c(C)cc3/C=C/c2cc3c4ccccc4n(CC#C)c3cc2)cc1
740.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
736.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=C(c3ccc(OC)cc3)C2=Nc2n1c1c(c2-c2ccc(OC)cc2)CCc2c-1ccc(OC)c2
721.0,F[B-]1(F)[N+]2=C3c4ccc(OC)cc4CCC3=C(CCc3ccccc3)C2=Nc2n1c1c(c2CCc2ccccc2)CCc2c-1ccc(OC)c2
706.0,F[B-]1(F)[N+]2=C3c4ccccc4SCC3=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CSc2c-1cccc2
723.0,F[B-]1(F)[N+]2=C3c4ccccc4CCC3=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
715.0,F[B-]1(F)[N+]2=c3ccc4c(cccc4)c3=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
688.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
708.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
678.0,F[B-]1(F)[N+]2=C(c3c(OC)cccc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
681.0,F[B-]1(F)[N+]2=C(c3c(OC)ccc(OC)c3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
707.0,F[B-]1(F)[N+]2=C(c3c(OC)cc(OC)cc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
774.0,F[B-]1(F)[N+]2=C(c3ccc(N4CCCCC4)cc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
688.0,F[B-]1(F)[N+]2=C(c3ccc(OC)cc3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(OC)cc1)cc2-c1ccccc1
796.0,F[B-]1(F)[N+]2=C3c4ccc(N(CC)CC)cc4CCC3=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
759.0,F[B-]1(F)[N+]2=C3c4ccc(N(CC)CC)cc4CCC3=C(c3ccccc3)C2=Nc2n1c(-c1ccc(OC)cc1)cc2-c1ccccc1
789.0,F[B-]1(F)[N+]2=C(c3ccc(N(CC)CC)cc3)C=C(c3ccccc3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
757.0,F[B-]1(F)[N+]2=C(c3ccc(N(CC)CC)cc3)C3=C(c4c(cccc4)CC3)C2=Nc2n1c(-c1ccc(OC)cc1)c1c2-c2ccccc2CC1
759.0,F[B-]1(F)[N+]2=C3c4c(cc(N(CC)CC)cc4)CCC3=C(c3ccccc3)C2=Nc2n1c(-c1ccc(OC)cc1)c1c2-c2ccccc2CC1
782.0,F[B-]1(F)[N+]2=C(c3ccc(N(CC)CC)cc3)C3=C(c4c(cccc4)CC3)C2=Nc2n1c1c(c2-c2ccccc2)CCc2c-1ccc(OC)c2
735.0,F[B-]1(F)[N+]2=C(c3ccc(Br)s3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(Br)s1)cc2-c1ccccc1
694.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C=C(c3cccs3)C2=Nc2n1c(-c1ccc(Br)cc1)cc2-c1cccs1
740.0,F[B-]1(F)[N+]2=C(c3ccc(C#Cc4ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc4)cc3)C=C(c3ccccc3)C2=Nc2n1c(-c1ccc(C#Cc3ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc3)cc1)cc2-c1ccccc1
760.0,F[B-]1(F)[N+]2=C(c3ccc(C#Cc4ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc4)cc3)C=C(c3cccs3)C2=Nc2n1c(-c1ccc(C#Cc3ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc3)cc1)cc2-c1cccs1
640.0,F[B-]1(F)[N+]2=C(c3ccc(C#Cc4ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc4)cc3)C=C(c3cccs3)C2=Nc2n1c(-c1ccc(C#Cc3ccc(N(C(CCCCC)=O)C(CCCCC)=O)cc3)cc1)cc2-c1cccs1
700.0,F[B-]1(F)[N+]2=C(c3ccc(N=[N+]=[N-])cc3)C=C(c3cc(OC)c(OC)cc3)C2=Nc2n1c(-c1ccc(N=[N+]=[N-])cc1)cc2-c1ccc(OC)c(OC)c1
750.0,F[B-]1(F)[N+]2=C(c3ccc(N)cc3)C=C(c3cc(OC)c(OC)cc3)C2=Nc2n1c(-c1ccc(N)cc1)cc2-c1ccc(OC)c(OC)c1
790.0,F[B-]1(F)[N+]2=C(c3ccc(N(C)C)cc3)C=C(c3cc(OC)c(OC)cc3)C2=Nc2n1c(-c1ccc(N(C)C)cc1)cc2-c1ccc(OC)c(OC)c1
680.0,Cc1c2n(c(/C=C/c3ccc(OCC(OCC)=O)cc3)c1)[B-](F)(F)[N+]1=C(c3c(C)cc(C)[nH]3)c3ccccc3C1=C2
675.0,Cc1c2n(c(/C=C/c3ccc(OCC(OCC)=O)cc3)c1CC)[B-](F)(F)[N+]1=C(c3c(C)c(CC)c(C)[nH]3)c3ccccc3C1=C2C
676.0,Cc1c(C2=[N+]3C(=C(/C=C/c4ccc(OCC(OCC)=O)cc4)c4c(C)cc(/C=C/c5ccc(OCC(OCC)=O)cc5)n4[B-]3(F)F)c3c2cccc3)[nH]c(C)c1
725.0,Cc1c2n(c(/C=C/c3ccc(N(C)C)cc3)c1CC)[B-](F)(F)[N+]1=C(c3c(C)c(CC)c(C)[nH]3)c3ccccc3C1=C2
705.0,F[B-]1(F)[N+]2=C(c3ccccc3)C=C(c3cc4c5ccccc5n(CC)c4cc3)C2=Nc2n1c(-c1ccccc1)cc2-c1cc2c3ccccc3n(CC)c2cc1
653.0,F[B-]1(F)[N+]2=C(c3ccccc3)C(I)=C(c3cc4c5ccccc5n(CC)c4cc3)C2=Nc2n1c(-c1ccccc1)c(I)c2-c1cc2c3ccccc3n(CC)c2cc1
723.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C=C(c3cc4c5ccccc5n(CC)c4cc3)C2=Nc2n1c(-c1ccc(Br)cc1)cc2-c1cc2c3ccccc3n(CC)c2cc1
649.0,F[B-]1(F)[N+]2=C(c3ccc(Br)cc3)C(I)=C(c3cc4c5ccccc5n(CC)c4cc3)C2=Nc2n1c(-c1ccc(Br)cc1)c(I)c2-c1cc2c3ccccc3n(CC)c2cc1
672.0,Cc1cccc(C)c1C1=C2[N+](=C(c3ccc(-c4ccccc4)s3)C=C2)[B-](F)(F)n2c1ccc2-c1ccc(-c2ccccc2)s1
